guid;voucher_name;voucher_description;voucher_image_url;voucher_discount;voucher_discount_type;voucher_conditions;voucher_enable;number_voucher_code;created_by;created_date;last_modified_by
1;Liên kết Zalo;Tặng mã giảm giá 30k cho SĐT lần đầu liên kết với Zalo của chuỗi Bữa Ăn Sạch;;30000;VALUE;USAGE_LIMIT;true;0;system;NOW;system
